,model,dic,model_type
1718,angle_mod_1315_1,-49175.3335670166,Collapsing Bounds
2003,angle_mod_2299_1,-49174.997870385894,Collapsing Bounds
2240,angle_mod_1607_1,-49174.665068618386,Collapsing Bounds
515,angle_mod_2053_1,-49173.745033445106,Collapsing Bounds
1877,angle_mod_613_1,-49171.51273268667,Collapsing Bounds
376,angle_mod_2264_1,-49169.94154116881,Collapsing Bounds
1937,angle_mod_1437_1,-49168.838148700415,Collapsing Bounds
1534,angle_mod_645_1,-49168.28456658606,Collapsing Bounds
1151,angle_mod_447_1,-49168.134535073405,Collapsing Bounds
2267,angle_mod_1277_1,-49167.57033974017,Collapsing Bounds
387,angle_mod_1798_1,-49165.980661847236,Collapsing Bounds
1252,angle_mod_2327_1,-49163.61030450997,Collapsing Bounds
1518,angle_mod_798_1,-49163.3750228666,Collapsing Bounds
955,angle_mod_893_1,-49160.05609335397,Collapsing Bounds
1416,angle_mod_521_1,-49158.81854495585,Collapsing Bounds
1924,angle_mod_2020_1,-49158.51441405562,Collapsing Bounds
2649,angle_mod_2381_1,-49157.65578152655,Collapsing Bounds
1683,angle_mod_956_1,-49155.937899111705,Collapsing Bounds
1948,angle_mod_388_1,-49155.43320081173,Collapsing Bounds
1053,angle_mod_1229_1,-49149.817743778316,Collapsing Bounds
1434,angle_mod_825_1,-49149.33083953153,Collapsing Bounds
1828,angle_mod_652_1,-49148.94537759919,Collapsing Bounds
467,angle_mod_1126_1,-49148.52337916807,Collapsing Bounds
1845,angle_mod_740_1,-49146.35735593464,Collapsing Bounds
1989,angle_mod_1231_1,-49145.450059094226,Collapsing Bounds
2085,angle_mod_751_1,-49145.09054983646,Collapsing Bounds
2668,angle_mod_195_1,-49142.722235138724,Collapsing Bounds
2071,angle_mod_2050_1,-49142.67909156555,Collapsing Bounds
575,angle_mod_1110_1,-49140.47081678684,Collapsing Bounds
1073,angle_mod_168_1,-49138.79990198293,Collapsing Bounds
902,angle_mod_387_1,-49137.3373933776,Collapsing Bounds
547,angle_mod_1517_1,-49136.34223265275,Collapsing Bounds
2151,angle_mod_1685_1,-49132.724961409884,Collapsing Bounds
511,angle_mod_586_1,-49128.39806785213,Collapsing Bounds
89,angle_mod_1490_1,-49126.47881325211,Collapsing Bounds
1056,angle_mod_1157_1,-49125.56480273129,Collapsing Bounds
2233,angle_mod_1742_1,-49125.360880856286,Collapsing Bounds
331,angle_mod_1367_1,-49124.067415499536,Collapsing Bounds
282,angle_mod_122_1,-49121.087621835315,Collapsing Bounds
1369,angle_mod_261_1,-49121.00697241153,Collapsing Bounds
378,angle_mod_1448_1,-49120.69787069199,Collapsing Bounds
2581,angle_mod_1651_1,-49119.82154111249,Collapsing Bounds
650,angle_mod_816_1,-49113.60842856009,Collapsing Bounds
725,angle_mod_1422_1,-49112.00861367415,Collapsing Bounds
1576,angle_mod_1007_1,-49104.7458841944,Collapsing Bounds
1741,angle_mod_2094_1,-49103.905201165704,Collapsing Bounds
860,angle_mod_1204_1,-49103.83589786911,Collapsing Bounds
1531,angle_mod_700_1,-49102.27573512887,Collapsing Bounds
1418,angle_mod_1322_1,-49102.2668283045,Collapsing Bounds
278,angle_mod_1664_1,-49101.93955272332,Collapsing Bounds
240,angle_mod_677_1,-49101.937917566014,Collapsing Bounds
1889,angle_mod_1944_1,-49101.43302605775,Collapsing Bounds
483,angle_mod_322_1,-49101.37827620807,Collapsing Bounds
673,angle_mod_512_1,-49100.39406353133,Collapsing Bounds
1556,angle_mod_2282_1,-49095.04808237737,Collapsing Bounds
841,angle_mod_1603_1,-49094.213351786406,Collapsing Bounds
985,angle_mod_1785_1,-49090.54055863808,Collapsing Bounds
2700,angle_mod_750_1,-49087.50312189018,Collapsing Bounds
158,angle_mod_1150_1,-49087.377757030365,Collapsing Bounds
2682,angle_mod_2293_1,-49085.38906870447,Collapsing Bounds
1222,angle_mod_1730_1,-49083.89145411742,Collapsing Bounds
826,angle_mod_974_1,-49083.35663333937,Collapsing Bounds
2498,angle_mod_1149_1,-49081.21026557719,Collapsing Bounds
2173,angle_mod_1611_1,-49081.168755718594,Collapsing Bounds
1780,angle_mod_1587_1,-49080.714738897885,Collapsing Bounds
1935,angle_mod_1067_1,-49079.77033623925,Collapsing Bounds
884,angle_mod_1642_1,-49079.72996706984,Collapsing Bounds
824,angle_mod_1418_1,-49078.99617647182,Collapsing Bounds
2371,angle_mod_1575_1,-49076.67721669079,Collapsing Bounds
126,angle_mod_1146_1,-49076.17107917247,Collapsing Bounds
2057,angle_mod_356_1,-49074.82020184811,Collapsing Bounds
623,angle_mod_1096_1,-49074.03302351007,Collapsing Bounds
656,angle_mod_1346_1,-49073.52672971371,Collapsing Bounds
2309,angle_mod_1689_1,-49072.13433426013,Collapsing Bounds
1831,angle_mod_1790_1,-49069.072419685916,Collapsing Bounds
1655,angle_mod_1586_1,-49068.6776970277,Collapsing Bounds
949,angle_mod_1052_1,-49067.01462772918,Collapsing Bounds
1813,angle_mod_1378_1,-49067.00712226747,Collapsing Bounds
2195,angle_mod_550_1,-49063.816836548416,Collapsing Bounds
500,angle_mod_90_1,-49061.70773106617,Collapsing Bounds
1851,angle_mod_1840_1,-49059.179668920195,Collapsing Bounds
439,angle_mod_949_1,-49057.794887348864,Collapsing Bounds
2430,angle_mod_2134_1,-49056.11224943494,Collapsing Bounds
685,angle_mod_1930_1,-49054.48213628812,Collapsing Bounds
2546,angle_mod_1364_1,-49054.10022730738,Collapsing Bounds
2602,angle_mod_1647_1,-49048.62161230673,Collapsing Bounds
2182,angle_mod_1095_1,-49048.3688195911,Collapsing Bounds
1860,angle_mod_185_1,-49046.071394089566,Collapsing Bounds
1688,angle_mod_1656_1,-49045.76804523192,Collapsing Bounds
2646,angle_mod_592_1,-49045.72664755138,Collapsing Bounds
1241,angle_mod_888_1,-49045.03094599694,Collapsing Bounds
1411,angle_mod_2324_1,-49044.1107796662,Collapsing Bounds
239,angle_mod_1561_1,-49042.420178279935,Collapsing Bounds
106,angle_mod_1111_1,-49040.10666670889,Collapsing Bounds
28,angle_mod_1652_1,-49039.96890341061,Collapsing Bounds
799,angle_mod_2019_1,-49039.358774943634,Collapsing Bounds
896,angle_mod_738_1,-49036.46156928394,Collapsing Bounds
309,angle_mod_1019_1,-49033.47667309505,Collapsing Bounds
1173,angle_mod_943_1,-49031.798563742756,Collapsing Bounds
1319,angle_mod_2126_1,-49030.38390423469,Collapsing Bounds
485,angle_mod_1937_1,-49024.66824180341,Collapsing Bounds
998,angle_mod_755_1,-49024.293842894025,Collapsing Bounds
2000,angle_mod_36_1,-49024.12616345665,Collapsing Bounds
832,angle_mod_562_1,-49022.98563911389,Collapsing Bounds
31,angle_mod_1717_1,-49022.628089139,Collapsing Bounds
318,angle_mod_1275_1,-49022.023667220994,Collapsing Bounds
2354,angle_mod_1975_1,-49020.805764966506,Collapsing Bounds
2391,angle_mod_1934_1,-49019.15674163903,Collapsing Bounds
1861,angle_mod_1293_1,-49018.22072679742,Collapsing Bounds
1394,angle_mod_537_1,-49018.02902990195,Collapsing Bounds
659,angle_mod_953_1,-49016.99473381091,Collapsing Bounds
1209,angle_mod_2184_1,-49016.59762468484,Collapsing Bounds
2625,angle_mod_506_1,-49015.32361759759,Collapsing Bounds
1681,angle_mod_405_1,-49014.498466199664,Collapsing Bounds
1169,angle_mod_1213_1,-49014.46615826527,Collapsing Bounds
773,angle_mod_962_1,-49013.09075815332,Collapsing Bounds
1770,angle_mod_804_1,-49012.88952130788,Collapsing Bounds
1594,angle_mod_192_1,-49012.8160359036,Collapsing Bounds
677,angle_mod_841_1,-49012.33112445192,Collapsing Bounds
2289,angle_mod_462_1,-49011.876202375526,Collapsing Bounds
445,angle_mod_699_1,-49011.77902562421,Collapsing Bounds
1533,angle_mod_1553_1,-49009.88626665708,Collapsing Bounds
2616,angle_mod_2207_1,-49008.6147673858,Collapsing Bounds
749,angle_mod_2259_1,-49007.09792667047,Collapsing Bounds
26,angle_mod_1202_1,-49007.094231298914,Collapsing Bounds
653,angle_mod_115_1,-49006.875918376536,Collapsing Bounds
161,angle_mod_303_1,-49006.073606775986,Collapsing Bounds
5,angle_mod_840_1,-49004.72600643777,Collapsing Bounds
83,angle_mod_2253_1,-49004.25855453296,Collapsing Bounds
2706,angle_mod_245_1,-49003.41307100144,Collapsing Bounds
1940,angle_mod_408_1,-49002.0722026235,Collapsing Bounds
1727,angle_mod_1483_1,-49001.683647464895,Collapsing Bounds
1915,angle_mod_1030_1,-49001.45829737318,Collapsing Bounds
443,angle_mod_363_1,-49000.56829327477,Collapsing Bounds
391,angle_mod_1632_1,-48994.998379627796,Collapsing Bounds
2435,angle_mod_1562_1,-48994.46901056545,Collapsing Bounds
149,angle_mod_1279_1,-48991.291191711956,Collapsing Bounds
980,angle_mod_2146_1,-48987.7305792514,Collapsing Bounds
1978,angle_mod_449_1,-48987.39585756654,Collapsing Bounds
2218,angle_mod_1650_1,-48984.08464217869,Collapsing Bounds
1807,angle_mod_2041_1,-48980.28302040599,Collapsing Bounds
285,angle_mod_821_1,-48979.023061585955,Collapsing Bounds
1486,angle_mod_1973_1,-48978.17803932893,Collapsing Bounds
2508,angle_mod_2159_1,-48975.927989595075,Collapsing Bounds
2680,angle_mod_1846_1,-48975.861640414616,Collapsing Bounds
2642,angle_mod_984_1,-48974.134512792734,Collapsing Bounds
380,angle_mod_461_1,-48974.113623524565,Collapsing Bounds
1275,angle_mod_430_1,-48972.83931501366,Collapsing Bounds
1634,angle_mod_1302_1,-48968.36534031471,Collapsing Bounds
702,angle_mod_2166_1,-48967.476041642265,Collapsing Bounds
2079,angle_mod_585_1,-48966.86801237181,Collapsing Bounds
1292,angle_mod_63_1,-48966.4903138821,Collapsing Bounds
2253,angle_mod_589_1,-48966.11445099802,Collapsing Bounds
100,angle_mod_87_1,-48961.1755865197,Collapsing Bounds
2380,angle_mod_458_1,-48961.08951555348,Collapsing Bounds
2667,angle_mod_1283_1,-48960.78006146035,Collapsing Bounds
1961,angle_mod_2061_1,-48958.40487031948,Collapsing Bounds
2264,angle_mod_862_1,-48956.8696400449,Collapsing Bounds
1120,angle_mod_2106_1,-48956.0764924679,Collapsing Bounds
482,angle_mod_1034_1,-48953.750001621884,Collapsing Bounds
1723,angle_mod_2186_1,-48947.972265112076,Collapsing Bounds
780,angle_mod_1232_1,-48941.502151299646,Collapsing Bounds
11,angle_mod_1310_1,-48939.61181032333,Collapsing Bounds
2140,angle_mod_205_1,-48938.370855152454,Collapsing Bounds
39,angle_mod_52_1,-48938.17503658177,Collapsing Bounds
1554,angle_mod_1857_1,-48937.03352144955,Collapsing Bounds
2038,angle_mod_1948_1,-48935.173603851246,Collapsing Bounds
1187,angle_mod_113_1,-48934.461505509404,Collapsing Bounds
937,angle_mod_651_1,-48933.83396322209,Collapsing Bounds
2431,angle_mod_2071_1,-48930.323626703495,Collapsing Bounds
1821,angle_mod_1952_1,-48927.978766378066,Collapsing Bounds
1005,angle_mod_978_1,-48926.46146245669,Collapsing Bounds
1301,angle_mod_1024_1,-48925.8989375205,Collapsing Bounds
1454,angle_mod_274_1,-48923.75334091674,Collapsing Bounds
1589,angle_mod_2017_1,-48917.46820110919,Collapsing Bounds
2436,angle_mod_674_1,-48917.32965768094,Collapsing Bounds
2283,angle_mod_1631_1,-48916.748995933354,Collapsing Bounds
2461,angle_mod_336_1,-48915.8893080925,Collapsing Bounds
1463,angle_mod_331_1,-48915.83090675492,Collapsing Bounds
175,angle_mod_211_1,-48913.962253526624,Collapsing Bounds
625,angle_mod_2340_1,-48912.33064001979,Collapsing Bounds
480,angle_mod_772_1,-48912.036752407636,Collapsing Bounds
171,angle_mod_1384_1,-48908.84060820032,Collapsing Bounds
234,angle_mod_48_1,-48906.43734252057,Collapsing Bounds
1859,angle_mod_1339_1,-48906.29249990597,Collapsing Bounds
1895,angle_mod_214_1,-48906.235780016876,Collapsing Bounds
210,angle_mod_1961_1,-48903.50023873779,Collapsing Bounds
2067,angle_mod_1105_1,-48903.45170930389,Collapsing Bounds
2334,angle_mod_1534_1,-48901.97520092326,Collapsing Bounds
2519,angle_mod_619_1,-48900.62012145968,Collapsing Bounds
665,angle_mod_1192_1,-48900.2130143249,Collapsing Bounds
2300,angle_mod_823_1,-48890.278021483704,Collapsing Bounds
905,angle_mod_1615_1,-48888.38344583086,Collapsing Bounds
2647,angle_mod_438_1,-48888.03535224148,Collapsing Bounds
299,angle_mod_876_1,-48887.13105471855,Collapsing Bounds
87,angle_mod_2316_1,-48884.060445268224,Collapsing Bounds
1912,angle_mod_776_1,-48882.52143263392,Collapsing Bounds
2150,angle_mod_593_1,-48881.15802661569,Collapsing Bounds
1762,angle_mod_2082_1,-48871.48145837632,Collapsing Bounds
1119,angle_mod_1053_1,-48869.591897012004,Collapsing Bounds
2171,angle_mod_1241_1,-48868.89881431363,Collapsing Bounds
870,angle_mod_1711_1,-48866.72886476217,Collapsing Bounds
1622,angle_mod_2312_1,-48866.248149867155,Collapsing Bounds
1205,angle_mod_1878_1,-48863.56129012011,Collapsing Bounds
2450,angle_mod_2067_1,-48860.39109304142,Collapsing Bounds
2434,angle_mod_1098_1,-48859.88392960053,Collapsing Bounds
2120,angle_mod_2011_1,-48859.12915980747,Collapsing Bounds
742,angle_mod_333_1,-48858.53333649251,Collapsing Bounds
920,angle_mod_295_1,-48858.24018134322,Collapsing Bounds
2272,angle_mod_1332_1,-48854.893928412646,Collapsing Bounds
333,angle_mod_1737_1,-48851.10431662497,Collapsing Bounds
938,angle_mod_1117_1,-48850.351549943254,Collapsing Bounds
851,angle_mod_1195_1,-48849.01766103073,Collapsing Bounds
2544,angle_mod_971_1,-48847.747467438094,Collapsing Bounds
1867,angle_mod_1440_1,-48846.7117898654,Collapsing Bounds
743,angle_mod_1475_1,-48844.04267822417,Collapsing Bounds
2075,angle_mod_2400_1,-48843.31343742074,Collapsing Bounds
663,angle_mod_2244_1,-48841.87135695829,Collapsing Bounds
2704,angle_mod_615_1,-48840.53934412732,Collapsing Bounds
565,angle_mod_482_1,-48839.84344099734,Collapsing Bounds
1452,angle_mod_1498_1,-48839.69376392063,Collapsing Bounds
1265,angle_mod_1634_1,-48836.01008188277,Collapsing Bounds
1230,angle_mod_2059_1,-48834.594241763305,Collapsing Bounds
1158,angle_mod_2203_1,-48834.506812795786,Collapsing Bounds
2624,angle_mod_1610_1,-48834.438783721664,Collapsing Bounds
1182,angle_mod_390_1,-48824.365715069966,Collapsing Bounds
1632,angle_mod_1928_1,-48823.55372883753,Collapsing Bounds
1630,angle_mod_1882_1,-48819.426886731104,Collapsing Bounds
428,angle_mod_1472_1,-48818.59629090549,Collapsing Bounds
1894,angle_mod_1417_1,-48814.55916823887,Collapsing Bounds
2238,angle_mod_842_1,-48813.62946960997,Collapsing Bounds
2522,angle_mod_530_1,-48810.943847717586,Collapsing Bounds
2169,angle_mod_1754_1,-48809.400920002285,Collapsing Bounds
754,angle_mod_4_1,-48804.54161027173,Collapsing Bounds
2715,angle_mod_838_1,-48803.86353282991,Collapsing Bounds
2104,angle_mod_182_1,-48803.21511989808,Collapsing Bounds
983,angle_mod_169_1,-48799.270615824644,Collapsing Bounds
505,angle_mod_1043_1,-48795.50647419049,Collapsing Bounds
805,angle_mod_2263_1,-48795.37091352185,Collapsing Bounds
607,angle_mod_857_1,-48795.22936212323,Collapsing Bounds
367,angle_mod_1274_1,-48794.005025722894,Collapsing Bounds
1202,angle_mod_2242_1,-48791.57621345057,Collapsing Bounds
1321,angle_mod_735_1,-48789.88832007165,Collapsing Bounds
1856,angle_mod_2000_1,-48788.00911990331,Collapsing Bounds
56,angle_mod_1351_1,-48786.058514962766,Collapsing Bounds
215,angle_mod_1432_1,-48784.90936152765,Collapsing Bounds
679,angle_mod_2182_1,-48782.60340894598,Collapsing Bounds
785,angle_mod_35_1,-48780.41337643719,Collapsing Bounds
1129,angle_mod_1881_1,-48776.41629592244,Collapsing Bounds
1501,angle_mod_370_1,-48774.25140965852,Collapsing Bounds
207,angle_mod_1609_1,-48772.39967992423,Collapsing Bounds
2547,angle_mod_588_1,-48771.08763900862,Collapsing Bounds
114,angle_mod_68_1,-48768.593838279885,Collapsing Bounds
2331,angle_mod_1164_1,-48767.65194882297,Collapsing Bounds
381,angle_mod_1777_1,-48764.68804133254,Collapsing Bounds
1032,angle_mod_1100_1,-48764.294078991945,Collapsing Bounds
254,angle_mod_765_1,-48760.530825983726,Collapsing Bounds
1621,angle_mod_2105_1,-48760.494105346836,Collapsing Bounds
113,angle_mod_1957_1,-48757.5611645971,Collapsing Bounds
1646,angle_mod_385_1,-48752.7464439909,Collapsing Bounds
1693,angle_mod_1528_1,-48752.27676144446,Collapsing Bounds
1800,angle_mod_1883_1,-48751.34788426832,Collapsing Bounds
450,angle_mod_1999_1,-48749.18673777902,Collapsing Bounds
704,angle_mod_1064_1,-48748.95321663,Collapsing Bounds
2168,angle_mod_442_1,-48747.46006512833,Collapsing Bounds
618,angle_mod_695_1,-48746.04654243777,Collapsing Bounds
154,angle_mod_1853_1,-48745.54138050384,Collapsing Bounds
986,angle_mod_539_1,-48742.909672098656,Collapsing Bounds
1587,angle_mod_487_1,-48740.60098999394,Collapsing Bounds
1941,angle_mod_2077_1,-48740.536479519695,Collapsing Bounds
1633,angle_mod_17_1,-48738.36066850625,Collapsing Bounds
2014,angle_mod_1773_1,-48737.45518440999,Collapsing Bounds
229,angle_mod_1074_1,-48718.64017437311,Collapsing Bounds
281,angle_mod_1234_1,-48717.773607707815,Collapsing Bounds
34,angle_mod_728_1,-48715.212157175,Collapsing Bounds
98,angle_mod_1392_1,-48715.021234325526,Collapsing Bounds
1835,angle_mod_890_1,-48710.332192866525,Collapsing Bounds
121,angle_mod_529_1,-48706.228768838526,Collapsing Bounds
55,angle_mod_417_1,-48705.4952808123,Collapsing Bounds
300,angle_mod_1799_1,-48704.26980523321,Collapsing Bounds
2287,angle_mod_2158_1,-48696.951466045764,Collapsing Bounds
915,angle_mod_1880_1,-48693.02958689347,Collapsing Bounds
2215,angle_mod_403_1,-48691.96614745755,Collapsing Bounds
442,angle_mod_1425_1,-48685.687917569965,Collapsing Bounds
132,angle_mod_2290_1,-48685.62496487575,Collapsing Bounds
230,angle_mod_362_1,-48684.746194327345,Collapsing Bounds
581,angle_mod_69_1,-48682.97131893428,Collapsing Bounds
25,angle_mod_114_1,-48680.98463220166,Collapsing Bounds
2135,angle_mod_1406_1,-48680.55398246822,Collapsing Bounds
258,angle_mod_1536_1,-48677.31054465885,Collapsing Bounds
260,angle_mod_1865_1,-48675.610452070796,Collapsing Bounds
262,angle_mod_509_1,-48674.818876036334,Collapsing Bounds
2065,angle_mod_93_1,-48672.83659917435,Collapsing Bounds
861,angle_mod_542_1,-48669.24406480929,Collapsing Bounds
1753,angle_mod_1084_1,-48662.2445195336,Collapsing Bounds
1663,angle_mod_1640_1,-48661.75321571794,Collapsing Bounds
1107,angle_mod_200_1,-48661.033014279856,Collapsing Bounds
233,angle_mod_1977_1,-48659.41929966231,Collapsing Bounds
1476,angle_mod_1836_1,-48657.39501096781,Collapsing Bounds
1857,angle_mod_490_1,-48657.108583828456,Collapsing Bounds
2631,angle_mod_785_1,-48656.64661497826,Collapsing Bounds
1130,angle_mod_2254_1,-48654.461061238486,Collapsing Bounds
2319,angle_mod_659_1,-48654.182828947174,Collapsing Bounds
337,angle_mod_134_1,-48652.19841271818,Collapsing Bounds
291,angle_mod_33_1,-48651.661210044695,Collapsing Bounds
1715,angle_mod_900_1,-48641.43937443416,Collapsing Bounds
1012,angle_mod_1802_1,-48640.38375807166,Collapsing Bounds
1366,angle_mod_1527_1,-48638.44227233371,Collapsing Bounds
1420,angle_mod_464_1,-48635.0706596126,Collapsing Bounds
1091,angle_mod_38_1,-48634.998675224044,Collapsing Bounds
803,angle_mod_759_1,-48631.559250759914,Collapsing Bounds
1778,angle_mod_2344_1,-48628.80987314225,Collapsing Bounds
2548,angle_mod_422_1,-48626.4820208048,Collapsing Bounds
460,angle_mod_2136_1,-48624.55526392055,Collapsing Bounds
1783,angle_mod_1753_1,-48621.52588420591,Collapsing Bounds
2440,angle_mod_1831_1,-48620.703360479376,Collapsing Bounds
1672,angle_mod_393_1,-48616.23263413406,Collapsing Bounds
1559,angle_mod_1154_1,-48613.2337009432,Collapsing Bounds
2629,angle_mod_1539_1,-48605.142476300345,Collapsing Bounds
2584,angle_mod_394_1,-48598.11734758277,Collapsing Bounds
2290,angle_mod_1774_1,-48597.54963483317,Collapsing Bounds
1174,angle_mod_2080_1,-48597.28172092805,Collapsing Bounds
1759,angle_mod_57_1,-48592.698333386696,Collapsing Bounds
1123,angle_mod_129_1,-48588.59099440393,Collapsing Bounds
1126,angle_mod_2043_1,-48583.604936987846,Collapsing Bounds
1072,angle_mod_187_1,-48576.944347900935,Collapsing Bounds
898,angle_mod_2202_1,-48569.75608909584,Collapsing Bounds
1272,angle_mod_34_1,-48569.182194329325,Collapsing Bounds
2125,angle_mod_194_1,-48558.55881182418,Collapsing Bounds
1269,angle_mod_2331_1,-48557.82784544285,Collapsing Bounds
1223,angle_mod_426_1,-48546.24594377001,Collapsing Bounds
1325,angle_mod_1073_1,-48537.303480445364,Collapsing Bounds
1311,angle_mod_5_1,-48530.660347443256,Collapsing Bounds
580,angle_mod_2229_1,-48528.55040419103,Collapsing Bounds
760,angle_mod_2170_1,-48515.4140398563,Collapsing Bounds
379,angle_mod_1327_1,-48510.55299609813,Collapsing Bounds
495,angle_mod_210_1,-48491.792743832266,Collapsing Bounds
995,angle_mod_2280_1,-48490.74569930506,Collapsing Bounds
2229,angle_mod_1938_1,-48484.60593673157,Collapsing Bounds
1847,angle_mod_255_1,-48479.31377900381,Collapsing Bounds
2041,angle_mod_98_1,-48476.51133274976,Collapsing Bounds
1736,angle_mod_280_1,-48474.922781036425,Collapsing Bounds
526,angle_mod_752_1,-48472.998701271405,Collapsing Bounds
2455,angle_mod_273_1,-48470.3650348664,Collapsing Bounds
2733,angle_mod_212_1,-48442.90448612011,Collapsing Bounds
237,angle_mod_1832_1,-48442.35963077204,Collapsing Bounds
1617,angle_mod_595_1,-48442.31999921881,Collapsing Bounds
163,angle_mod_2269_1,-48440.59114858136,Collapsing Bounds
2505,angle_mod_875_1,-48430.04913039249,Collapsing Bounds
1697,angle_mod_2241_1,-48427.00205586634,Collapsing Bounds
1375,angle_mod_999_1,-48424.65373152567,Collapsing Bounds
1147,angle_mod_2192_1,-48424.55879315404,Collapsing Bounds
2315,angle_mod_2226_1,-48423.42695106468,Collapsing Bounds
1041,angle_mod_79_1,-48422.73077451041,Collapsing Bounds
1014,angle_mod_97_1,-48410.710864634326,Collapsing Bounds
1456,angle_mod_624_1,-48409.46958976629,Collapsing Bounds
90,angle_mod_786_1,-48399.38180454788,Collapsing Bounds
668,angle_mod_1487_1,-48399.071524061634,Collapsing Bounds
1131,angle_mod_14_1,-48393.663149991844,Collapsing Bounds
1641,angle_mod_151_1,-48393.29179549776,Collapsing Bounds
182,angle_mod_91_1,-48389.00898757947,Collapsing Bounds
1827,angle_mod_1544_1,-48387.968995483905,Collapsing Bounds
23,angle_mod_817_1,-48384.5515378696,Collapsing Bounds
764,angle_mod_348_1,-48381.648655536614,Collapsing Bounds
1224,angle_mod_1225_1,-48362.17501825131,Collapsing Bounds
193,angle_mod_323_1,-48361.507877800075,Collapsing Bounds
1401,angle_mod_1764_1,-48351.84205229428,Collapsing Bounds
950,angle_mod_344_1,-48332.598686234305,Collapsing Bounds
1495,angle_mod_665_1,-48326.017311688986,Collapsing Bounds
1701,angle_mod_281_1,-48324.45719973804,Collapsing Bounds
522,angle_mod_617_1,-48323.97376108704,Collapsing Bounds
8,angle_mod_905_1,-48317.17951443702,Collapsing Bounds
1720,angle_mod_1600_1,-48314.64392879214,Collapsing Bounds
740,angle_mod_2127_1,-48313.09688813299,Collapsing Bounds
2279,angle_mod_618_1,-48291.62545386105,Collapsing Bounds
1450,angle_mod_448_1,-48278.191264374924,Collapsing Bounds
626,angle_mod_1995_1,-48272.29088678228,Collapsing Bounds
1374,angle_mod_833_1,-48271.54874442919,Collapsing Bounds
266,angle_mod_2176_1,-48264.8059549435,Collapsing Bounds
2,angle_mod_143_1,-48255.00008017448,Collapsing Bounds
528,angle_mod_302_1,-48238.40927853634,Collapsing Bounds
1392,angle_mod_219_1,-48229.83450874022,Collapsing Bounds
1938,angle_mod_2132_1,-48229.80458846096,Collapsing Bounds
2255,angle_mod_423_1,-48225.02096322019,Collapsing Bounds
1180,angle_mod_1069_1,-48224.75796916905,Collapsing Bounds
1277,angle_mod_1376_1,-48195.59960659163,Collapsing Bounds
1726,angle_mod_795_1,-48184.519866231814,Collapsing Bounds
745,angle_mod_299_1,-48173.09915532309,Collapsing Bounds
2478,angle_mod_88_1,-48165.15608579848,Collapsing Bounds
794,angle_mod_489_1,-48156.779751132235,Collapsing Bounds
616,angle_mod_45_1,-48124.932208238046,Collapsing Bounds
403,angle_mod_1665_1,-48112.65863155739,Collapsing Bounds
416,angle_mod_1409_1,-48092.77806657635,Collapsing Bounds
604,angle_mod_1491_1,-48083.78993577132,Collapsing Bounds
231,angle_mod_698_1,-48045.5265205458,Collapsing Bounds
390,angle_mod_524_1,-48040.68276016487,Collapsing Bounds
1662,angle_mod_556_1,-48037.11292560582,Collapsing Bounds
321,angle_mod_860_1,-48033.82778127555,Collapsing Bounds
463,angle_mod_1063_1,-48007.36247856527,Collapsing Bounds
2608,angle_mod_228_1,-48003.473482536,Collapsing Bounds
1921,angle_mod_2165_1,-48001.781502065794,Collapsing Bounds
2541,angle_mod_1671_1,-47995.92159092745,Collapsing Bounds
2097,angle_mod_497_1,-47990.54894011548,Collapsing Bounds
2516,angle_mod_2289_1,-47953.521731594665,Collapsing Bounds
1115,angle_mod_1950_1,-47939.6707068088,Collapsing Bounds
458,angle_mod_119_1,-47935.98945279735,Collapsing Bounds
216,angle_mod_231_1,-47886.01169163533,Collapsing Bounds
2635,angle_mod_1885_1,-47840.24672167623,Collapsing Bounds
976,angle_mod_39_1,-47835.41465020461,Collapsing Bounds
1844,angle_mod_1456_1,-47823.90982165135,Collapsing Bounds
226,angle_mod_2137_1,-47823.65895730525,Collapsing Bounds
242,angle_mod_227_1,-47769.508339880515,Collapsing Bounds
2480,angle_mod_658_1,-47767.26314429034,Collapsing Bounds
2179,angle_mod_229_1,-47764.82833375934,Collapsing Bounds
2209,angle_mod_680_1,-47750.436367108996,Collapsing Bounds
2617,angle_mod_910_1,-47689.64026448888,Collapsing Bounds
1214,angle_mod_1252_1,-47676.339420257325,Collapsing Bounds
994,angle_mod_1855_1,-47642.98687456399,Collapsing Bounds
470,angle_mod_660_1,-47626.17056360615,Collapsing Bounds
2320,angle_mod_1758_1,-47566.72084787501,Collapsing Bounds
377,angle_mod_1018_1,-47551.564001448176,Collapsing Bounds
99,angle_mod_1668_1,-47537.90234362792,Collapsing Bounds
1976,angle_mod_760_1,-47500.59872950976,Collapsing Bounds
2533,angle_mod_71_1,-47471.373412957866,Collapsing Bounds
2383,angle_mod_634_1,-47415.14443148009,Collapsing Bounds
16,angle_mod_285_1,-47406.97140027681,Collapsing Bounds
646,angle_mod_2356_1,-47402.853128211595,Collapsing Bounds
1804,angle_mod_1929_1,-47398.88219501683,Collapsing Bounds
2241,angle_mod_511_1,-47393.61784438335,Collapsing Bounds
1198,angle_mod_328_1,-47383.016069459285,Collapsing Bounds
2236,angle_mod_907_1,-47331.7724222595,Collapsing Bounds
1858,angle_mod_1786_1,-47321.49436778281,Collapsing Bounds
640,angle_mod_379_1,-47308.526777373125,Collapsing Bounds
1907,angle_mod_633_1,-47238.6031931089,Collapsing Bounds
592,angle_mod_1669_1,-47197.010795073766,Collapsing Bounds
